holiday,workingday,weather,temp,humidity,windspeed,rent
4.335778057567098,4.368517330514143,4.410984188067986,3.4685999343662073,4.001211450602229,4.089538663757186,2.833213344056216
4.335778057567098,4.368517330514143,4.410984188067986,3.465371771029066,3.0674384172198725,4.089538663757186,3.713572066704308
4.335778057567098,4.368517330514143,4.410984188067986,3.465371771029066,3.0674384172198725,4.089538663757186,3.4965075614664802
4.335778057567098,4.368517330514143,4.410984188067986,3.4685999343662073,3.377102005412197,4.089538663757186,2.639057329615259
4.335778057567098,4.368517330514143,4.410984188067986,3.4685999343662073,3.377102005412197,4.089538663757186,0.6931471805599453
4.335778057567098,4.368517330514143,4.325010174106276,3.4685999343662073,3.377102005412197,4.036063630375059,0.6931471805599453
4.335778057567098,4.368517330514143,4.410984188067986,3.465371771029066,3.0674384172198725,4.089538663757186,1.0986122886681096
4.335778057567098,4.368517330514143,4.410984188067986,3.4715508951615273,3.30065246757644,4.089538663757186,1.3862943611198906
4.335778057567098,4.368517330514143,4.410984188067986,3.4685999343662073,3.377102005412197,4.089538663757186,2.1972245773362196
4.335778057567098,4.368517330514143,4.410984188067986,4.169210825060426,4.050925184453405,4.089538663757186,2.70805020110221
4.335778057567098,4.368517330514143,4.410984188067986,4.220405981010876,4.050925184453405,4.509421535549303,3.6109179126442243
4.335778057567098,4.368517330514143,4.410984188067986,4.3045447413086615,4.001211450602229,4.585458881851318,4.04305126783455
4.335778057567098,4.368517330514143,4.410984188067986,4.196913639346292,4.400470434794492,4.585458881851318,4.442651256490317
4.335778057567098,4.368517330514143,4.325010174106276,4.264750384231894,4.563591197727413,4.506323215732602,4.553876891600541
4.335778057567098,4.368517330514143,4.325010174106276,4.264750384231894,4.563591197727413,4.585458881851318,4.672828834461906
4.335778057567098,4.368517330514143,4.325010174106276,4.042201919034246,4.400470434794492,4.506323215732602,4.709530201312334
4.335778057567098,4.368517330514143,4.325010174106276,4.196913639346292,4.043014303996134,4.506323215732602,4.543294782270004
4.335778057567098,4.368517330514143,4.325010174106276,4.042201919034246,4.043014303996134,4.585458881851318,4.219507705176107
4.335778057567098,4.368517330514143,3.815765553115391,4.196913639346292,4.022613408459309,4.509421535549303,3.58351893845611
4.335778057567098,4.368517330514143,3.815765553115391,4.196913639346292,4.022613408459309,4.509421535549303,3.6375861597263857
4.335778057567098,4.368517330514143,4.325010174106276,4.117243972898514,3.5111671924962513,4.509421535549303,3.6109179126442243
4.335778057567098,4.368517330514143,4.325010174106276,4.117243972898514,3.5111671924962513,4.419014656876863,3.5553480614894135
4.335778057567098,4.368517330514143,4.325010174106276,4.117243972898514,3.430835466758316,4.444734395993268,3.367295829986474
4.335778057567098,4.368517330514143,4.325010174106276,4.264750384231894,4.022613408459309,4.506323215732602,3.6888794541139363
4.335778057567098,4.368517330514143,4.325010174106276,4.264750384231894,4.022613408459309,4.506323215732602,2.8903717578961645
4.335778057567098,4.368517330514143,4.325010174106276,4.042201919034246,3.430835466758316,4.509421535549303,2.8903717578961645
4.335778057567098,4.368517330514143,4.325010174106276,4.196913639346292,3.314539401891158,4.585458881851318,2.302585092994046
4.335778057567098,4.368517330514143,4.325010174106276,4.264750384231894,3.430835466758316,4.419014656876863,1.9459101490553132
4.335778057567098,4.368517330514143,4.325010174106276,4.264750384231894,3.430835466758316,4.419014656876863,1.3862943611198906
4.335778057567098,4.368517330514143,3.815765553115391,4.196913639346292,4.400470434794492,4.506323215732602,1.0986122886681096
4.335778057567098,4.368517330514143,4.325010174106276,4.117243972898514,4.050925184453405,4.419014656876863,0.6931471805599453
4.335778057567098,4.368517330514143,3.815765553115391,4.117243972898514,4.1674026600002945,4.444734395993268,2.1972245773362196
4.335778057567098,4.368517330514143,4.325010174106276,4.220405981010876,4.050925184453405,4.444734395993268,3.044522437723423
4.335778057567098,4.368517330514143,4.325010174106276,4.3045447413086615,4.001211450602229,4.444734395993268,3.9889840465642745
